env_id,nutrients,reactions,ES_Phe,ES_BCAA
Env_0213,"D-glucose, L-asparagine, L-glutamate","['R_r_1714', 'R_r_1880', 'R_r_1889']",1905.405545,1857.29066
Env_0214,"D-glucose, L-asparagine, L-glutamine","['R_r_1714', 'R_r_1880', 'R_r_1891']",1905.854577,1858.399044
Env_0215,"D-glucose, L-asparagine, L-glycine","['R_r_1714', 'R_r_1810', 'R_r_1880']",1905.162694,1857.305938
Env_0216,"D-glucose, L-asparagine, L-isoleucine","['R_r_1714', 'R_r_1880', 'R_r_1897']",1905.301789,1857.664635
Env_0217,"D-glucose, L-asparagine, L-leucine","['R_r_1714', 'R_r_1880', 'R_r_1899']",1905.336511,1880.273393
Env_0218,"D-glucose, L-asparagine, L-lysine","['R_r_1714', 'R_r_1880', 'R_r_1900']",1905.37388,1857.609878
Env_0219,"D-glucose, L-asparagine, L-methionine","['R_r_1714', 'R_r_1880', 'R_r_1902']",1905.316291,1857.436784
Env_0220,"D-glucose, L-asparagine, L-phenylalanine","['R_r_1714', 'R_r_1880', 'R_r_1903']",1905.995101,1879.854931
Env_0221,"D-glucose, L-asparagine, L-serine","['R_r_1714', 'R_r_1880', 'R_r_1906']",1905.167223,1857.316566
Env_0222,"D-glucose, L-asparagine, L-threonine","['R_r_1714', 'R_r_1880', 'R_r_1911']",1905.193491,1857.387097
Env_0223,"D-glucose, L-asparagine, L-tryptophan","['R_r_1714', 'R_r_1880', 'R_r_1912']",1905.368206,1857.424821
Env_0224,"D-glucose, L-asparagine, L-tyrosine","['R_r_1714', 'R_r_1880', 'R_r_1913']",1905.73888,1879.7573
Env_0225,"D-glucose, L-asparagine, L-valine","['R_r_1714', 'R_r_1880', 'R_r_1914']",1905.329356,1857.71986
Env_0226,"D-glucose, L-aspartate, L-glutamate","['R_r_1714', 'R_r_1881', 'R_r_1889']",1906.05247,1880.200644
Env_0227,"D-glucose, L-aspartate, L-glutamine","['R_r_1714', 'R_r_1881', 'R_r_1891']",1905.841895,1858.338174
Env_0228,"D-glucose, L-aspartate, L-glycine","['R_r_1714', 'R_r_1810', 'R_r_1881']",1905.043158,1856.195329
Env_0229,"D-glucose, L-aspartate, L-isoleucine","['R_r_1714', 'R_r_1881', 'R_r_1897']",1905.17104,1878.955922
Env_0230,"D-glucose, L-aspartate, L-leucine","['R_r_1714', 'R_r_1881', 'R_r_1899']",1905.185426,1857.395552
Env_0231,"D-glucose, L-aspartate, L-lysine","['R_r_1714', 'R_r_1881', 'R_r_1900']",1905.243209,1856.825709
Env_0232,"D-glucose, L-aspartate, L-methionine","['R_r_1714', 'R_r_1881', 'R_r_1902']",1905.194396,1856.36468
Env_0233,"D-glucose, L-aspartate, L-phenylalanine","['R_r_1714', 'R_r_1881', 'R_r_1903']",1905.876947,1856.515549
Env_0234,"D-glucose, L-aspartate, L-serine","['R_r_1714', 'R_r_1881', 'R_r_1906']",1905.047687,1856.205957
Env_0235,"D-glucose, L-aspartate, L-threonine","['R_r_1714', 'R_r_1881', 'R_r_1911']",1905.114268,1856.683377
Env_0236,"D-glucose, L-aspartate, L-tryptophan","['R_r_1714', 'R_r_1881', 'R_r_1912']",1905.249829,1856.308724
Env_0237,"D-glucose, L-aspartate, L-tyrosine","['R_r_1714', 'R_r_1881', 'R_r_1913']",1905.619427,1856.424083
Env_0238,"D-glucose, L-aspartate, L-valine","['R_r_1714', 'R_r_1881', 'R_r_1914']",1905.183595,1857.105628
Env_0239,"D-glucose, L-glutamate, L-glutamine","['R_r_1714', 'R_r_1889', 'R_r_1891']",1905.860011,1858.358464
Env_0240,"D-glucose, L-glutamate, L-glycine","['R_r_1714', 'R_r_1810', 'R_r_1889']",1906.042506,1880.186152
Env_0241,"D-glucose, L-glutamate, L-isoleucine","['R_r_1714', 'R_r_1889', 'R_r_1897']",1906.15016,1880.731358
Env_0242,"D-glucose, L-glutamate, L-leucine","['R_r_1714', 'R_r_1889', 'R_r_1899']",1906.14576,1881.372169
Env_0243,"D-glucose, L-glutamate, L-lysine","['R_r_1714', 'R_r_1889', 'R_r_1900']",1906.153542,1880.555526
Env_0244,"D-glucose, L-glutamate, L-methionine","['R_r_1714', 'R_r_1889', 'R_r_1902']",1906.197131,1880.386505
Env_0245,"D-glucose, L-glutamate, L-phenylalanine","['R_r_1714', 'R_r_1889', 'R_r_1903']",1906.871075,1880.492616
Env_0246,"D-glucose, L-glutamate, L-serine","['R_r_1714', 'R_r_1889', 'R_r_1906']",1906.047035,1880.19678
Env_0247,"D-glucose, L-glutamate, L-threonine","['R_r_1714', 'R_r_1889', 'R_r_1911']",1906.067868,1880.330113
Env_0248,"D-glucose, L-glutamate, L-tryptophan","['R_r_1714', 'R_r_1889', 'R_r_1912']",1906.245575,1880.28226
Env_0249,"D-glucose, L-glutamate, L-tyrosine","['R_r_1714', 'R_r_1889', 'R_r_1913']",1906.618466,1880.414094
Env_0250,"D-glucose, L-glutamate, L-valine","['R_r_1714', 'R_r_1889', 'R_r_1914']",1906.095993,1881.028558
Env_0251,"D-glucose, L-glutamine, L-glycine","['R_r_1714', 'R_r_1810', 'R_r_1891']",1905.826497,1858.386483
Env_0252,"D-glucose, L-glutamine, L-isoleucine","['R_r_1714', 'R_r_1891', 'R_r_1897']",1905.955936,1858.724581
Env_0253,"D-glucose, L-glutamine, L-leucine","['R_r_1714', 'R_r_1891', 'R_r_1899']",1905.979856,1881.310294
Env_0254,"D-glucose, L-glutamine, L-lysine","['R_r_1714', 'R_r_1891', 'R_r_1900']",1905.972921,1858.574385
Env_0255,"D-glucose, L-glutamine, L-methionine","['R_r_1714', 'R_r_1891', 'R_r_1902']",1905.984542,1858.526819
Env_0256,"D-glucose, L-glutamine, L-phenylalanine","['R_r_1714', 'R_r_1891', 'R_r_1903']",1906.655373,1880.927943
Env_0257,"D-glucose, L-glutamine, L-serine","['R_r_1714', 'R_r_1891', 'R_r_1906']",1905.831026,1858.397111
Env_0258,"D-glucose, L-glutamine, L-threonine","['R_r_1714', 'R_r_1891', 'R_r_1911']",1905.857294,1858.467643
Env_0259,"D-glucose, L-glutamine, L-tryptophan","['R_r_1714', 'R_r_1891', 'R_r_1912']",1906.026736,1858.50372
Env_0260,"D-glucose, L-glutamine, L-tyrosine","['R_r_1714', 'R_r_1891', 'R_r_1913']",1906.402475,1880.837401
Env_0261,"D-glucose, L-glutamine, L-valine","['R_r_1714', 'R_r_1891', 'R_r_1914']",1905.945138,1858.697962
Env_0262,"D-glucose, L-glycine, L-isoleucine","['R_r_1714', 'R_r_1810', 'R_r_1897']",1904.25615,1923.810985
Env_0263,"D-glucose, L-glycine, L-leucine","['R_r_1714', 'R_r_1810', 'R_r_1899']",1904.297776,1923.907089
Env_0264,"D-glucose, L-glycine, L-lysine","['R_r_1714', 'R_r_1810', 'R_r_1900']",1904.39695,1923.661924
Env_0265,"D-glucose, L-glycine, L-methionine","['R_r_1714', 'R_r_1810', 'R_r_1902']",1904.242545,1923.418717
Env_0266,"D-glucose, L-glycine, L-phenylalanine","['R_r_1714', 'R_r_1810', 'R_r_1903']",1904.921858,1923.405251
Env_0267,"D-glucose, L-glycine, L-serine","['R_r_1714', 'R_r_1810', 'R_r_1906']",1904.339702,1923.794703
Env_0268,"D-glucose, L-glycine, L-threonine","['R_r_1714', 'R_r_1810', 'R_r_1911']",1904.229497,1923.87575
Env_0269,"D-glucose, L-glycine, L-tryptophan","['R_r_1714', 'R_r_1810', 'R_r_1912']",1904.299776,1923.2966
Env_0270,"D-glucose, L-glycine, L-tyrosine","['R_r_1714', 'R_r_1810', 'R_r_1913']",1904.662026,1923.345222
Env_0271,"D-glucose, L-glycine, L-valine","['R_r_1714', 'R_r_1810', 'R_r_1914']",1904.348186,1901.56184
Env_0272,"D-glucose, L-isoleucine, L-leucine","['R_r_1714', 'R_r_1897', 'R_r_1899']",1904.231586,1923.964524
Env_0273,"D-glucose, L-isoleucine, L-lysine","['R_r_1714', 'R_r_1897', 'R_r_1900']",1904.34326,1923.748692
Env_0274,"D-glucose, L-isoleucine, L-methionine","['R_r_1714', 'R_r_1897', 'R_r_1902']",1904.151499,1923.410374
Env_0275,"D-glucose, L-isoleucine, L-phenylalanine","['R_r_1714', 'R_r_1897', 'R_r_1903']",1904.848309,1923.445416
Env_0276,"D-glucose, L-isoleucine, L-serine","['R_r_1714', 'R_r_1897', 'R_r_1906']",1904.500606,1924.384642
Env_0277,"D-glucose, L-isoleucine, L-threonine","['R_r_1714', 'R_r_1897', 'R_r_1911']",1904.08945,1923.590339
Env_0278,"D-glucose, L-isoleucine, L-tryptophan","['R_r_1714', 'R_r_1897', 'R_r_1912']",1904.225977,1946.729311
Env_0279,"D-glucose, L-isoleucine, L-tyrosine","['R_r_1714', 'R_r_1897', 'R_r_1913']",1905.594325,1947.497292
Env_0280,"D-glucose, L-isoleucine, L-valine","['R_r_1714', 'R_r_1897', 'R_r_1914']",1904.293979,1902.636528
Env_0281,"D-glucose, L-leucine, L-lysine","['R_r_1714', 'R_r_1899', 'R_r_1900']",1904.389582,1923.855818
Env_0282,"D-glucose, L-leucine, L-methionine","['R_r_1714', 'R_r_1899', 'R_r_1902']",1904.211831,1923.557824
Env_0283,"D-glucose, L-leucine, L-phenylalanine","['R_r_1714', 'R_r_1899', 'R_r_1903']",1904.894631,1923.552542
Env_0284,"D-glucose, L-leucine, L-serine","['R_r_1714', 'R_r_1899', 'R_r_1906']",1904.537535,1924.469725
Env_0285,"D-glucose, L-leucine, L-threonine","['R_r_1714', 'R_r_1899', 'R_r_1911']",1904.213601,1924.049632
Env_0286,"D-glucose, L-leucine, L-tryptophan","['R_r_1714', 'R_r_1899', 'R_r_1912']",1904.2723,1946.813392
Env_0287,"D-glucose, L-leucine, L-tyrosine","['R_r_1714', 'R_r_1899', 'R_r_1913']",1905.620922,1947.567346
Env_0288,"D-glucose, L-leucine, L-valine","['R_r_1714', 'R_r_1899', 'R_r_1914']",1904.196348,1947.027155
Env_0289,"D-glucose, L-lysine, L-phenylalanine","['R_r_1714', 'R_r_1900', 'R_r_1903']",1731.644834,1877.507983
Env_0290,"D-glucose, L-lysine, L-serine","['R_r_1714', 'R_r_1900', 'R_r_1906']",1904.624209,1924.195226
Env_0291,"D-glucose, L-lysine, L-threonine","['R_r_1714', 'R_r_1900', 'R_r_1911']",1689.830104,1739.725858
Env_0292,"D-glucose, L-lysine, L-tryptophan","['R_r_1714', 'R_r_1900', 'R_r_1912']",1904.383973,1946.536227
Env_0293,"D-glucose, L-lysine, L-tyrosine","['R_r_1714', 'R_r_1900', 'R_r_1913']",1905.680096,1947.252847
Env_0294,"D-glucose, L-lysine, L-valine","['R_r_1714', 'R_r_1900', 'R_r_1914']",1904.451976,1924.75131
Env_0295,"D-glucose, L-methionine, L-phenylalanine","['R_r_1714', 'R_r_1902', 'R_r_1903']",1730.760459,1877.063892
Env_0296,"D-glucose, L-methionine, L-serine","['R_r_1714', 'R_r_1902', 'R_r_1906']",1904.493151,1924.006806
Env_0297,"D-glucose, L-methionine, L-threonine","['R_r_1714', 'R_r_1902', 'R_r_1911']",1687.970441,1738.195317
Env_0298,"D-glucose, L-methionine, L-tryptophan","['R_r_1714', 'R_r_1902', 'R_r_1912']",1904.206222,1946.352787
Env_0299,"D-glucose, L-methionine, L-tyrosine","['R_r_1714', 'R_r_1902', 'R_r_1913']",1905.6004,1947.139136
Env_0300,"D-glucose, L-methionine, L-valine","['R_r_1714', 'R_r_1902', 'R_r_1914']",1904.274224,1924.567871
Env_0301,"D-glucose, L-phenylalanine, L-serine","['R_r_1714', 'R_r_1903', 'R_r_1906']",1905.168977,1923.985158
Env_0302,"D-glucose, L-phenylalanine, L-threonine","['R_r_1714', 'R_r_1903', 'R_r_1911']",1731.210737,1877.64843
Env_0303,"D-glucose, L-phenylalanine, L-tryptophan","['R_r_1714', 'R_r_1903', 'R_r_1912']",1904.889022,1946.330395
Env_0304,"D-glucose, L-phenylalanine, L-tyrosine","['R_r_1714', 'R_r_1903', 'R_r_1913']",1906.268555,1924.884107
Env_0305,"D-glucose, L-phenylalanine, L-valine","['R_r_1714', 'R_r_1903', 'R_r_1914']",1904.964302,1924.629101
Env_0306,"D-glucose, L-serine, L-threonine","['R_r_1714', 'R_r_1906', 'R_r_1911']",1904.465284,1924.429065
Env_0307,"D-glucose, L-serine, L-tryptophan","['R_r_1714', 'R_r_1906', 'R_r_1912']",1904.547144,1923.877091
Env_0308,"D-glucose, L-serine, L-tyrosine","['R_r_1714', 'R_r_1906', 'R_r_1913']",1904.91059,1923.928519
Env_0309,"D-glucose, L-serine, L-valine","['R_r_1714', 'R_r_1906', 'R_r_1914']",1904.575961,1902.096354
Env_0310,"D-glucose, L-threonine, L-tryptophan","['R_r_1714', 'R_r_1911', 'R_r_1912']",1904.207992,1946.771885
Env_0311,"D-glucose, L-threonine, L-tyrosine","['R_r_1714', 'R_r_1911', 'R_r_1913']",1905.539933,1947.513976
Env_0312,"D-glucose, L-threonine, L-valine","['R_r_1714', 'R_r_1911', 'R_r_1914']",1904.275995,1924.986968
Env_0313,"D-glucose, L-tryptophan, L-tyrosine","['R_r_1714', 'R_r_1912', 'R_r_1913']",1905.64727,1946.99906
Env_0314,"D-glucose, L-tryptophan, L-valine","['R_r_1714', 'R_r_1912', 'R_r_1914']",1904.336237,1924.463807
Env_0315,"D-glucose, L-tyrosine, L-valine","['R_r_1714', 'R_r_1913', 'R_r_1914']",1905.638528,1925.22384
Env_0316,"D-glucose, ethanol, L-alanine","['R_r_1714', 'R_r_1761', 'R_r_1873']",1904.633181,1924.010806
Env_0317,"D-glucose, ethanol, L-arginine","['R_r_1714', 'R_r_1761', 'R_r_1879']",1905.280571,1879.707517
Env_0318,"D-glucose, ethanol, L-asparagine","['R_r_1714', 'R_r_1761', 'R_r_1880']",1905.168581,1857.273087
Env_0319,"D-glucose, ethanol, L-aspartate","['R_r_1714', 'R_r_1761', 'R_r_1881']",1905.04297,1856.196739
Env_0320,"D-glucose, ethanol, L-glutamate","['R_r_1714', 'R_r_1761', 'R_r_1889']",1906.056999,1880.233495
Env_0321,"D-glucose, ethanol, L-glutamine","['R_r_1714', 'R_r_1761', 'R_r_1891']",1905.842801,1858.375855
Env_0322,"D-glucose, ethanol, L-glycine","['R_r_1714', 'R_r_1761', 'R_r_1810']",1904.080178,1923.203464
Env_0323,"D-glucose, ethanol, L-isoleucine","['R_r_1714', 'R_r_1761', 'R_r_1897']",1904.000564,1923.229398
Env_0324,"D-glucose, ethanol, L-leucine","['R_r_1714', 'R_r_1761', 'R_r_1899']",1904.046886,1923.336523
Env_0325,"D-glucose, ethanol, L-phenylalanine","['R_r_1714', 'R_r_1761', 'R_r_1903']",1730.517508,1876.826462
Env_0326,"D-glucose, ethanol, L-serine","['R_r_1714', 'R_r_1761', 'R_r_1906']",1904.333361,1923.797601
Env_0327,"D-glucose, ethanol, L-threonine","['R_r_1714', 'R_r_1761', 'R_r_1911']",1687.337372,1737.733661
Env_0328,"D-glucose, ethanol, L-tryptophan","['R_r_1714', 'R_r_1761', 'R_r_1912']",1904.041278,1946.144132
Env_0329,"D-glucose, ethanol, L-tyrosine","['R_r_1714', 'R_r_1761', 'R_r_1913']",1905.446281,1946.938179
Env_0330,"D-glucose, ethanol, L-valine","['R_r_1714', 'R_r_1761', 'R_r_1914']",1904.10928,1924.359215
Env_0331,"D-glucose, glycerol, L-alanine","['R_r_1714', 'R_r_1808', 'R_r_1873']",1904.622689,1924.010753
Env_0332,"D-glucose, glycerol, L-arginine","['R_r_1714', 'R_r_1808', 'R_r_1879']",1905.266078,1879.704618
Env_0333,"D-glucose, glycerol, L-asparagine","['R_r_1714', 'R_r_1808', 'R_r_1880']",1905.154089,1857.270189
Env_0334,"D-glucose, glycerol, L-aspartate","['R_r_1714', 'R_r_1808', 'R_r_1881']",1905.030477,1856.178904
Env_0335,"D-glucose, glycerol, L-glutamate","['R_r_1714', 'R_r_1808', 'R_r_1889']",1906.045223,1880.210306
Env_0336,"D-glucose, glycerol, L-glutamine","['R_r_1714', 'R_r_1808', 'R_r_1891']",1905.828308,1858.372957
Env_0337,"D-glucose, glycerol, L-glycine","['R_r_1714', 'R_r_1808', 'R_r_1810']",1904.065685,1923.200565
Env_0338,"D-glucose, glycerol, L-isoleucine","['R_r_1714', 'R_r_1808', 'R_r_1897']",1903.986071,1923.226499
Env_0339,"D-glucose, glycerol, L-leucine","['R_r_1714', 'R_r_1808', 'R_r_1899']",1904.032394,1923.333625
Env_0340,"D-glucose, glycerol, L-phenylalanine","['R_r_1714', 'R_r_1808', 'R_r_1903']",1730.503016,1876.823564
Env_0341,"D-glucose, glycerol, L-serine","['R_r_1714', 'R_r_1808', 'R_r_1906']",1904.318869,1923.794703
Env_0342,"D-glucose, glycerol, L-threonine","['R_r_1714', 'R_r_1808', 'R_r_1911']",1687.297486,1737.718086
Env_0343,"D-glucose, glycerol, L-tryptophan","['R_r_1714', 'R_r_1808', 'R_r_1912']",1904.026785,1946.141234
Env_0344,"D-glucose, glycerol, L-tyrosine","['R_r_1714', 'R_r_1808', 'R_r_1913']",1905.431788,1946.93528
Env_0345,"D-glucose, glycerol, L-valine","['R_r_1714', 'R_r_1808', 'R_r_1914']",1904.094787,1924.356317
Env_0346,"L-alanine, L-arginine, L-asparagine","['R_r_1873', 'R_r_1879', 'R_r_1880']",1703.516242,1748.854896
Env_0347,"L-alanine, L-arginine, L-aspartate","['R_r_1873', 'R_r_1879', 'R_r_1881']",1703.609992,1748.888229
Env_0348,"L-alanine, L-arginine, L-glutamate","['R_r_1873', 'R_r_1879', 'R_r_1889']",1703.570692,1748.866512
Env_0349,"L-alanine, L-arginine, L-glutamine","['R_r_1873', 'R_r_1879', 'R_r_1891']",1705.161326,1749.898007
Env_0350,"L-alanine, L-arginine, L-glycine","['R_r_1810', 'R_r_1873', 'R_r_1879']",1703.462264,1748.781159
Env_0351,"L-alanine, L-arginine, L-serine","['R_r_1873', 'R_r_1879', 'R_r_1906']",1703.733098,1748.936714
Env_0352,"L-alanine, L-asparagine, L-aspartate","['R_r_1873', 'R_r_1880', 'R_r_1881']",1918.311865,1886.761874
Env_0353,"L-alanine, L-asparagine, L-glutamate","['R_r_1873', 'R_r_1880', 'R_r_1889']",1910.537004,1861.193924
Env_0354,"L-alanine, L-asparagine, L-glutamine","['R_r_1873', 'R_r_1880', 'R_r_1891']",1916.804128,1864.484475
Env_0355,"L-alanine, L-asparagine, L-glycine","['R_r_1810', 'R_r_1873', 'R_r_1880']",1918.311865,1886.761874
Env_0356,"L-alanine, L-asparagine, L-isoleucine","['R_r_1873', 'R_r_1880', 'R_r_1897']",1918.311865,1887.187163
Env_0357,"L-alanine, L-asparagine, L-leucine","['R_r_1873', 'R_r_1880', 'R_r_1899']",1918.311865,1887.947474
Env_0358,"L-alanine, L-asparagine, L-lysine","['R_r_1873', 'R_r_1880', 'R_r_1900']",1918.311865,1887.334274
Env_0359,"L-alanine, L-asparagine, L-methionine","['R_r_1873', 'R_r_1880', 'R_r_1902']",1918.33617,1886.852739
Env_0360,"L-alanine, L-asparagine, L-phenylalanine","['R_r_1873', 'R_r_1880', 'R_r_1903']",1918.81399,1886.880896
Env_0361,"L-alanine, L-asparagine, L-serine","['R_r_1873', 'R_r_1880', 'R_r_1906']",1918.311865,1886.761874
Env_0362,"L-alanine, L-asparagine, L-threonine","['R_r_1873', 'R_r_1880', 'R_r_1911']",1918.311865,1887.185718
Env_0363,"L-alanine, L-asparagine, L-tryptophan","['R_r_1873', 'R_r_1880', 'R_r_1912']",1918.418365,1886.79974
Env_0364,"L-alanine, L-asparagine, L-tyrosine","['R_r_1873', 'R_r_1880', 'R_r_1913']",1918.651865,1886.85254
Env_0365,"L-alanine, L-asparagine, L-valine","['R_r_1873', 'R_r_1880', 'R_r_1914']",1918.311865,1887.63454
Env_0366,"L-alanine, L-aspartate, L-glutamate","['R_r_1873', 'R_r_1881', 'R_r_1889']",1910.474184,1861.145719
Env_0367,"L-alanine, L-aspartate, L-glutamine","['R_r_1873', 'R_r_1881', 'R_r_1891']",1916.753623,1864.440031
Env_0368,"L-alanine, L-aspartate, L-glycine","['R_r_1810', 'R_r_1873', 'R_r_1881']",1910.14197,1882.381996
Env_0369,"L-alanine, L-aspartate, L-isoleucine","['R_r_1873', 'R_r_1881', 'R_r_1897']",1910.149684,1882.811399
Env_0370,"L-alanine, L-aspartate, L-leucine","['R_r_1873', 'R_r_1881', 'R_r_1899']",1910.134253,1883.563481
Env_0371,"L-alanine, L-aspartate, L-lysine","['R_r_1873', 'R_r_1881', 'R_r_1900']",1910.275788,1883.025766
Env_0372,"L-alanine, L-aspartate, L-methionine","['R_r_1873', 'R_r_1881', 'R_r_1902']",1910.231721,1882.507766
Env_0373,"L-alanine, L-aspartate, L-phenylalanine","['R_r_1873', 'R_r_1881', 'R_r_1903']",1910.846847,1882.609153
Env_0374,"L-alanine, L-aspartate, L-serine","['R_r_1873', 'R_r_1881', 'R_r_1906']",1910.133249,1882.377345
Env_0375,"L-alanine, L-aspartate, L-threonine","['R_r_1873', 'R_r_1881', 'R_r_1911']",1910.132891,1882.800999
Env_0376,"L-alanine, L-aspartate, L-tryptophan","['R_r_1873', 'R_r_1881', 'R_r_1912']",1910.332032,1882.464429
Env_0377,"L-alanine, L-aspartate, L-tyrosine","['R_r_1873', 'R_r_1881', 'R_r_1913']",1910.621427,1882.54704
Env_0378,"L-alanine, L-aspartate, L-valine","['R_r_1873', 'R_r_1881', 'R_r_1914']",1910.104508,1883.234684
Env_0379,"L-alanine, L-glutamate, L-glutamine","['R_r_1873', 'R_r_1889', 'R_r_1891']",1916.740997,1864.417809
Env_0380,"L-alanine, L-glutamate, L-glycine","['R_r_1810', 'R_r_1873', 'R_r_1889']",1910.479312,1861.139223
Env_0381,"L-alanine, L-glutamate, L-isoleucine","['R_r_1873', 'R_r_1889', 'R_r_1897']",1910.484199,1883.894388
Env_0382,"L-alanine, L-glutamate, L-leucine","['R_r_1873', 'R_r_1889', 'R_r_1899']",1910.455825,1884.640593
Env_0383,"L-alanine, L-glutamate, L-lysine","['R_r_1873', 'R_r_1889', 'R_r_1900']",1910.603248,1883.851619
Env_0384,"L-alanine, L-glutamate, L-methionine","['R_r_1873', 'R_r_1889', 'R_r_1902']",1910.568247,1861.327964
Env_0385,"L-alanine, L-glutamate, L-phenylalanine","['R_r_1873', 'R_r_1889', 'R_r_1903']",1911.175225,1883.656289
Env_0386,"L-alanine, L-glutamate, L-serine","['R_r_1873', 'R_r_1889', 'R_r_1906']",1910.470338,1861.145035
Env_0387,"L-alanine, L-glutamate, L-threonine","['R_r_1873', 'R_r_1889', 'R_r_1911']",1910.472902,1861.264009
Env_0388,"L-alanine, L-glutamate, L-tryptophan","['R_r_1873', 'R_r_1889', 'R_r_1912']",1910.668517,1861.228563
Env_0389,"L-alanine, L-glutamate, L-tyrosine","['R_r_1873', 'R_r_1889', 'R_r_1913']",1910.952133,1861.336761
Env_0390,"L-alanine, L-glutamate, L-valine","['R_r_1873', 'R_r_1889', 'R_r_1914']",1910.424479,1884.310942
Env_0391,"L-alanine, L-glutamine, L-glycine","['R_r_1810', 'R_r_1873', 'R_r_1891']",1916.7713,1864.440031
Env_0392,"L-alanine, L-glutamine, L-isoleucine","['R_r_1873', 'R_r_1891', 'R_r_1897']",1916.650944,1864.908142
Env_0393,"L-alanine, L-glutamine, L-leucine","['R_r_1873', 'R_r_1891', 'R_r_1899']",1916.565603,1887.899141
Env_0394,"L-alanine, L-glutamine, L-lysine","['R_r_1873', 'R_r_1891', 'R_r_1900']",1916.706777,1887.106834
Env_0395,"L-alanine, L-glutamine, L-methionine","['R_r_1873', 'R_r_1891', 'R_r_1902']",1916.823944,1864.609987
Env_0396,"L-alanine, L-glutamine, L-phenylalanine","['R_r_1873', 'R_r_1891', 'R_r_1903']",1917.342271,1864.668157
Env_0397,"L-alanine, L-glutamine, L-serine","['R_r_1873', 'R_r_1891', 'R_r_1906']",1916.751098,1864.440031
Env_0398,"L-alanine, L-glutamine, L-threonine","['R_r_1873', 'R_r_1891', 'R_r_1911']",1916.738471,1864.551142
Env_0399,"L-alanine, L-glutamine, L-tryptophan","['R_r_1873', 'R_r_1891', 'R_r_1912']",1916.932956,1864.515764
Env_0400,"L-alanine, L-glutamine, L-tyrosine","['R_r_1873', 'R_r_1891', 'R_r_1913']",1917.157436,1864.591142
Env_0401,"L-alanine, L-glutamine, L-valine","['R_r_1873', 'R_r_1891', 'R_r_1914']",1916.43558,1887.516862
Env_0402,"L-alanine, L-glycine, L-isoleucine","['R_r_1810', 'R_r_1873', 'R_r_1897']",1908.828842,1901.623284
Env_0403,"L-alanine, L-glycine, L-leucine","['R_r_1810', 'R_r_1873', 'R_r_1899']",1908.815364,1901.725668
Env_0404,"L-alanine, L-glycine, L-lysine","['R_r_1810', 'R_r_1873', 'R_r_1900']",1908.968583,1901.479176
Env_0405,"L-alanine, L-glycine, L-methionine","['R_r_1810', 'R_r_1873', 'R_r_1902']",1908.893166,1901.321878
Env_0406,"L-alanine, L-glycine, L-phenylalanine","['R_r_1810', 'R_r_1873', 'R_r_1903']",1909.531689,1901.396672
Env_0407,"L-alanine, L-glycine, L-serine","['R_r_1810', 'R_r_1873', 'R_r_1906']",1908.788254,1925.617242
Env_0408,"L-alanine, L-glycine, L-threonine","['R_r_1810', 'R_r_1873', 'R_r_1911']",1908.822849,1901.723666
Env_0409,"L-alanine, L-glycine, L-tryptophan","['R_r_1810', 'R_r_1873', 'R_r_1912']",1908.993246,1901.257618
Env_0410,"L-alanine, L-glycine, L-tyrosine","['R_r_1810', 'R_r_1873', 'R_r_1913']",1909.297563,1901.324894
Env_0411,"L-alanine, L-glycine, L-valine","['R_r_1810', 'R_r_1873', 'R_r_1914']",1908.809548,1879.328942
Env_0412,"L-alanine, L-isoleucine, L-serine","['R_r_1873', 'R_r_1897', 'R_r_1906']",1908.821729,1926.060384
Env_0413,"L-alanine, L-leucine, L-serine","['R_r_1873', 'R_r_1899', 'R_r_1906']",1908.80825,1926.220707
Env_0414,"L-alanine, L-lysine, L-serine","['R_r_1873', 'R_r_1900', 'R_r_1906']",1908.961469,1925.964024
Env_0415,"L-alanine, L-methionine, L-serine","['R_r_1873', 'R_r_1902', 'R_r_1906']",1908.886053,1925.763286
Env_0416,"L-alanine, L-phenylalanine, L-serine","['R_r_1873', 'R_r_1903', 'R_r_1906']",1909.524576,1925.841332
Env_0417,"L-alanine, L-serine, L-threonine","['R_r_1873', 'R_r_1906', 'R_r_1911']",1908.815735,1926.141099
Env_0418,"L-alanine, L-serine, L-tryptophan","['R_r_1873', 'R_r_1906', 'R_r_1912']",1908.986132,1925.710155
Env_0419,"L-alanine, L-serine, L-tyrosine","['R_r_1873', 'R_r_1906', 'R_r_1913']",1909.290449,1925.779302
Env_0420,"L-alanine, L-serine, L-valine","['R_r_1873', 'R_r_1906', 'R_r_1914']",1908.802435,1903.792598
Env_0421,"L-arginine, L-asparagine, L-aspartate","['R_r_1879', 'R_r_1880', 'R_r_1881']",1703.466999,1748.848836
Env_0422,"L-arginine, L-asparagine, L-glutamate","['R_r_1879', 'R_r_1880', 'R_r_1889']",1703.4277,1748.827118
Env_0423,"L-arginine, L-asparagine, L-glutamine","['R_r_1879', 'R_r_1880', 'R_r_1891']",1704.732823,1749.673259
Env_0424,"L-arginine, L-asparagine, L-glycine","['R_r_1810', 'R_r_1879', 'R_r_1880']",1703.319272,1748.741765
Env_0425,"L-arginine, L-asparagine, L-isoleucine","['R_r_1879', 'R_r_1880', 'R_r_1897']",1704.271983,1749.758721
Env_0426,"L-arginine, L-asparagine, L-leucine","['R_r_1879', 'R_r_1880', 'R_r_1899']",1703.885161,1750.125945
