env_id,nutrients,reactions,ES_Phe,ES_BCAA
Env_0427,"L-arginine, L-asparagine, L-lysine","['R_r_1879', 'R_r_1880', 'R_r_1900']",1705.826602,1750.494345
Env_0428,"L-arginine, L-asparagine, L-methionine","['R_r_1879', 'R_r_1880', 'R_r_1902']",1703.874466,1749.150604
Env_0429,"L-arginine, L-asparagine, L-phenylalanine","['R_r_1879', 'R_r_1880', 'R_r_1903']",1705.186858,1749.68053
Env_0430,"L-arginine, L-asparagine, L-serine","['R_r_1879', 'R_r_1880', 'R_r_1906']",1703.590105,1748.89732
Env_0431,"L-arginine, L-asparagine, L-threonine","['R_r_1879', 'R_r_1880', 'R_r_1911']",1703.403079,1748.924088
Env_0432,"L-arginine, L-asparagine, L-tryptophan","['R_r_1879', 'R_r_1880', 'R_r_1912']",1703.539865,1748.863367
Env_0433,"L-arginine, L-asparagine, L-tyrosine","['R_r_1879', 'R_r_1880', 'R_r_1913']",1704.50234,1749.344553
Env_0434,"L-arginine, L-asparagine, L-valine","['R_r_1879', 'R_r_1880', 'R_r_1914']",1703.593332,1749.658825
Env_0435,"L-arginine, L-aspartate, L-glutamate","['R_r_1879', 'R_r_1881', 'R_r_1889']",1703.52145,1748.860452
Env_0436,"L-arginine, L-aspartate, L-glutamine","['R_r_1879', 'R_r_1881', 'R_r_1891']",1705.112084,1749.891946
Env_0437,"L-arginine, L-aspartate, L-glycine","['R_r_1810', 'R_r_1879', 'R_r_1881']",1703.413022,1748.775098
Env_0438,"L-arginine, L-aspartate, L-isoleucine","['R_r_1879', 'R_r_1881', 'R_r_1897']",1704.365733,1749.792054
Env_0439,"L-arginine, L-aspartate, L-leucine","['R_r_1879', 'R_r_1881', 'R_r_1899']",1703.75722,1750.032612
Env_0440,"L-arginine, L-aspartate, L-lysine","['R_r_1879', 'R_r_1881', 'R_r_1900']",1705.698661,1750.401012
Env_0441,"L-arginine, L-aspartate, L-methionine","['R_r_1879', 'R_r_1881', 'R_r_1902']",1703.968216,1749.183937
Env_0442,"L-arginine, L-aspartate, L-phenylalanine","['R_r_1879', 'R_r_1881', 'R_r_1903']",1705.280608,1749.713863
Env_0443,"L-arginine, L-aspartate, L-serine","['R_r_1879', 'R_r_1881', 'R_r_1906']",1703.683855,1748.930654
Env_0444,"L-arginine, L-aspartate, L-threonine","['R_r_1879', 'R_r_1881', 'R_r_1911']",1703.496829,1748.957421
Env_0445,"L-arginine, L-aspartate, L-tryptophan","['R_r_1879', 'R_r_1881', 'R_r_1912']",1703.633615,1748.8967
Env_0446,"L-arginine, L-aspartate, L-tyrosine","['R_r_1879', 'R_r_1881', 'R_r_1913']",1704.59609,1749.377886
Env_0447,"L-arginine, L-aspartate, L-valine","['R_r_1879', 'R_r_1881', 'R_r_1914']",1703.465391,1749.565492
Env_0448,"L-arginine, L-glutamate, L-glutamine","['R_r_1879', 'R_r_1889', 'R_r_1891']",1705.072785,1749.870229
Env_0449,"L-arginine, L-glutamate, L-glycine","['R_r_1810', 'R_r_1879', 'R_r_1889']",1703.373723,1748.753381
Env_0450,"L-arginine, L-glutamate, L-isoleucine","['R_r_1879', 'R_r_1889', 'R_r_1897']",1704.326433,1749.770337
Env_0451,"L-arginine, L-glutamate, L-leucine","['R_r_1879', 'R_r_1889', 'R_r_1899']",1703.895946,1750.112612
Env_0452,"L-arginine, L-glutamate, L-lysine","['R_r_1879', 'R_r_1889', 'R_r_1900']",1705.837387,1750.481012
Env_0453,"L-arginine, L-glutamate, L-methionine","['R_r_1879', 'R_r_1889', 'R_r_1902']",1703.928917,1749.16222
Env_0454,"L-arginine, L-glutamate, L-phenylalanine","['R_r_1879', 'R_r_1889', 'R_r_1903']",1705.241309,1749.692146
Env_0455,"L-arginine, L-glutamate, L-serine","['R_r_1879', 'R_r_1889', 'R_r_1906']",1703.644556,1748.908937
Env_0456,"L-arginine, L-glutamate, L-threonine","['R_r_1879', 'R_r_1889', 'R_r_1911']",1703.457529,1748.935704
Env_0457,"L-arginine, L-glutamate, L-tryptophan","['R_r_1879', 'R_r_1889', 'R_r_1912']",1703.594315,1748.874983
Env_0458,"L-arginine, L-glutamate, L-tyrosine","['R_r_1879', 'R_r_1889', 'R_r_1913']",1704.556791,1749.356169
Env_0459,"L-arginine, L-glutamate, L-valine","['R_r_1879', 'R_r_1889', 'R_r_1914']",1703.604116,1749.645492
Env_0460,"L-arginine, L-glutamine, L-glycine","['R_r_1810', 'R_r_1879', 'R_r_1891']",1704.964357,1749.784876
Env_0461,"L-arginine, L-glutamine, L-isoleucine","['R_r_1879', 'R_r_1891', 'R_r_1897']",1705.917067,1750.801832
Env_0462,"L-arginine, L-glutamine, L-leucine","['R_r_1879', 'R_r_1891', 'R_r_1899']",1703.968985,1750.277005
Env_0463,"L-arginine, L-glutamine, L-lysine","['R_r_1879', 'R_r_1891', 'R_r_1900']",1705.910426,1750.645405
Env_0464,"L-arginine, L-glutamine, L-methionine","['R_r_1879', 'R_r_1891', 'R_r_1902']",1705.519551,1750.193715
Env_0465,"L-arginine, L-glutamine, L-phenylalanine","['R_r_1879', 'R_r_1891', 'R_r_1903']",1706.329039,1750.436299
Env_0466,"L-arginine, L-glutamine, L-serine","['R_r_1879', 'R_r_1891', 'R_r_1906']",1705.23519,1749.940431
Env_0467,"L-arginine, L-glutamine, L-threonine","['R_r_1879', 'R_r_1891', 'R_r_1911']",1705.048163,1749.967199
Env_0468,"L-arginine, L-glutamine, L-tryptophan","['R_r_1879', 'R_r_1891', 'R_r_1912']",1705.103864,1749.853837
Env_0469,"L-arginine, L-glutamine, L-tyrosine","['R_r_1879', 'R_r_1891', 'R_r_1913']",1706.147425,1750.387663
Env_0470,"L-arginine, L-glutamine, L-valine","['R_r_1879', 'R_r_1891', 'R_r_1914']",1703.677155,1749.809885
Env_0471,"L-arginine, L-glycine, L-isoleucine","['R_r_1810', 'R_r_1879', 'R_r_1897']",1704.218005,1749.684983
Env_0472,"L-arginine, L-glycine, L-leucine","['R_r_1810', 'R_r_1879', 'R_r_1899']",1704.146926,1750.232612
Env_0473,"L-arginine, L-glycine, L-lysine","['R_r_1810', 'R_r_1879', 'R_r_1900']",1706.088367,1750.601012
Env_0474,"L-arginine, L-glycine, L-methionine","['R_r_1810', 'R_r_1879', 'R_r_1902']",1703.820489,1749.076866
Env_0475,"L-arginine, L-glycine, L-phenylalanine","['R_r_1810', 'R_r_1879', 'R_r_1903']",1705.132881,1749.606792
Env_0476,"L-arginine, L-glycine, L-serine","['R_r_1810', 'R_r_1879', 'R_r_1906']",1703.536128,1748.823583
Env_0477,"L-arginine, L-glycine, L-threonine","['R_r_1810', 'R_r_1879', 'R_r_1911']",1703.349101,1748.850351
Env_0478,"L-arginine, L-glycine, L-tryptophan","['R_r_1810', 'R_r_1879', 'R_r_1912']",1703.485887,1748.789629
Env_0479,"L-arginine, L-glycine, L-tyrosine","['R_r_1810', 'R_r_1879', 'R_r_1913']",1704.448363,1749.270815
Env_0480,"L-arginine, L-glycine, L-valine","['R_r_1810', 'R_r_1879', 'R_r_1914']",1703.855097,1749.765492
Env_0481,"L-arginine, L-isoleucine, L-serine","['R_r_1879', 'R_r_1897', 'R_r_1906']",1704.488839,1749.840539
Env_0482,"L-arginine, L-leucine, L-serine","['R_r_1879', 'R_r_1899', 'R_r_1906']",1704.269965,1750.303723
Env_0483,"L-arginine, L-lysine, L-serine","['R_r_1879', 'R_r_1900', 'R_r_1906']",1706.211406,1750.672123
Env_0484,"L-arginine, L-methionine, L-serine","['R_r_1879', 'R_r_1902', 'R_r_1906']",1704.091322,1749.232422
Env_0485,"L-arginine, L-phenylalanine, L-serine","['R_r_1879', 'R_r_1903', 'R_r_1906']",1705.403715,1749.762348
Env_0486,"L-arginine, L-serine, L-threonine","['R_r_1879', 'R_r_1906', 'R_r_1911']",1703.619935,1749.005906
Env_0487,"L-arginine, L-serine, L-tryptophan","['R_r_1879', 'R_r_1906', 'R_r_1912']",1703.756721,1748.945185
Env_0488,"L-arginine, L-serine, L-tyrosine","['R_r_1879', 'R_r_1906', 'R_r_1913']",1704.719196,1749.426371
Env_0489,"L-arginine, L-serine, L-valine","['R_r_1879', 'R_r_1906', 'R_r_1914']",1703.978136,1749.836603
Env_0490,"L-asparagine, L-aspartate, L-glutamate","['R_r_1880', 'R_r_1881', 'R_r_1889']",1910.538927,1861.172043
Env_0491,"L-asparagine, L-aspartate, L-glutamine","['R_r_1880', 'R_r_1881', 'R_r_1891']",1916.805391,1864.462253
Env_0492,"L-asparagine, L-aspartate, L-glycine","['R_r_1810', 'R_r_1880', 'R_r_1881']",1918.311865,1886.739651
Env_0493,"L-asparagine, L-aspartate, L-isoleucine","['R_r_1880', 'R_r_1881', 'R_r_1897']",1918.311865,1887.16494
Env_0494,"L-asparagine, L-aspartate, L-leucine","['R_r_1880', 'R_r_1881', 'R_r_1899']",1918.311865,1887.925251
Env_0495,"L-asparagine, L-aspartate, L-lysine","['R_r_1880', 'R_r_1881', 'R_r_1900']",1918.311865,1887.312051
Env_0496,"L-asparagine, L-aspartate, L-methionine","['R_r_1880', 'R_r_1881', 'R_r_1902']",1918.33617,1886.830516
Env_0497,"L-asparagine, L-aspartate, L-phenylalanine","['R_r_1880', 'R_r_1881', 'R_r_1903']",1918.81399,1886.858674
Env_0498,"L-asparagine, L-aspartate, L-serine","['R_r_1880', 'R_r_1881', 'R_r_1906']",1918.311865,1886.739651
Env_0499,"L-asparagine, L-aspartate, L-threonine","['R_r_1880', 'R_r_1881', 'R_r_1911']",1918.311865,1887.163496
Env_0500,"L-asparagine, L-aspartate, L-tryptophan","['R_r_1880', 'R_r_1881', 'R_r_1912']",1918.418365,1886.777518
Env_0501,"L-asparagine, L-aspartate, L-tyrosine","['R_r_1880', 'R_r_1881', 'R_r_1913']",1918.651865,1886.830318
Env_0502,"L-asparagine, L-aspartate, L-valine","['R_r_1880', 'R_r_1881', 'R_r_1914']",1918.311865,1887.612318
Env_0503,"L-asparagine, L-glutamate, L-glutamine","['R_r_1880', 'R_r_1889', 'R_r_1891']",1916.792764,1864.440031
Env_0504,"L-asparagine, L-glutamate, L-glycine","['R_r_1810', 'R_r_1880', 'R_r_1889']",1910.544056,1861.165548
Env_0505,"L-asparagine, L-glutamate, L-isoleucine","['R_r_1880', 'R_r_1889', 'R_r_1897']",1910.548943,1883.920713
Env_0506,"L-asparagine, L-glutamate, L-leucine","['R_r_1880', 'R_r_1889', 'R_r_1899']",1910.520568,1884.675123
Env_0507,"L-asparagine, L-glutamate, L-lysine","['R_r_1880', 'R_r_1889', 'R_r_1900']",1910.667992,1883.886148
Env_0508,"L-asparagine, L-glutamate, L-methionine","['R_r_1880', 'R_r_1889', 'R_r_1902']",1910.632991,1861.354289
Env_0509,"L-asparagine, L-glutamate, L-phenylalanine","['R_r_1880', 'R_r_1889', 'R_r_1903']",1911.239968,1861.460391
Env_0510,"L-asparagine, L-glutamate, L-serine","['R_r_1880', 'R_r_1889', 'R_r_1906']",1910.535081,1861.17136
Env_0511,"L-asparagine, L-glutamate, L-threonine","['R_r_1880', 'R_r_1889', 'R_r_1911']",1910.537645,1861.290334
Env_0512,"L-asparagine, L-glutamate, L-tryptophan","['R_r_1880', 'R_r_1889', 'R_r_1912']",1910.733261,1861.254888
Env_0513,"L-asparagine, L-glutamate, L-tyrosine","['R_r_1880', 'R_r_1889', 'R_r_1913']",1911.016876,1861.363086
Env_0514,"L-asparagine, L-glutamate, L-valine","['R_r_1880', 'R_r_1889', 'R_r_1914']",1910.489222,1884.345472
Env_0515,"L-asparagine, L-glutamine, L-glycine","['R_r_1810', 'R_r_1880', 'R_r_1891']",1916.823067,1864.462253
Env_0516,"L-asparagine, L-glutamine, L-isoleucine","['R_r_1880', 'R_r_1891', 'R_r_1897']",1916.702711,1864.930364
Env_0517,"L-asparagine, L-glutamine, L-leucine","['R_r_1880', 'R_r_1891', 'R_r_1899']",1916.61737,1887.926751
Env_0518,"L-asparagine, L-glutamine, L-lysine","['R_r_1880', 'R_r_1891', 'R_r_1900']",1916.758545,1887.129675
Env_0519,"L-asparagine, L-glutamine, L-methionine","['R_r_1880', 'R_r_1891', 'R_r_1902']",1916.875712,1864.632209
Env_0520,"L-asparagine, L-glutamine, L-phenylalanine","['R_r_1880', 'R_r_1891', 'R_r_1903']",1917.394038,1864.690379
Env_0521,"L-asparagine, L-glutamine, L-serine","['R_r_1880', 'R_r_1891', 'R_r_1906']",1916.802865,1864.462253
Env_0522,"L-asparagine, L-glutamine, L-threonine","['R_r_1880', 'R_r_1891', 'R_r_1911']",1916.790239,1864.573364
Env_0523,"L-asparagine, L-glutamine, L-tryptophan","['R_r_1880', 'R_r_1891', 'R_r_1912']",1916.984724,1864.537986
Env_0524,"L-asparagine, L-glutamine, L-tyrosine","['R_r_1880', 'R_r_1891', 'R_r_1913']",1917.209204,1864.613364
Env_0525,"L-asparagine, L-glutamine, L-valine","['R_r_1880', 'R_r_1891', 'R_r_1914']",1916.487348,1887.544472
Env_0526,"L-asparagine, L-glycine, L-isoleucine","['R_r_1810', 'R_r_1880', 'R_r_1897']",1918.311865,1887.16494
Env_0527,"L-asparagine, L-glycine, L-leucine","['R_r_1810', 'R_r_1880', 'R_r_1899']",1918.311865,1887.925251
Env_0528,"L-asparagine, L-glycine, L-lysine","['R_r_1810', 'R_r_1880', 'R_r_1900']",1918.311865,1887.312051
Env_0529,"L-asparagine, L-glycine, L-methionine","['R_r_1810', 'R_r_1880', 'R_r_1902']",1918.33617,1886.830517
Env_0530,"L-asparagine, L-glycine, L-phenylalanine","['R_r_1810', 'R_r_1880', 'R_r_1903']",1918.81399,1886.858674
Env_0531,"L-asparagine, L-glycine, L-serine","['R_r_1810', 'R_r_1880', 'R_r_1906']",1918.311865,1886.739651
Env_0532,"L-asparagine, L-glycine, L-threonine","['R_r_1810', 'R_r_1880', 'R_r_1911']",1918.311865,1887.163496
Env_0533,"L-asparagine, L-glycine, L-tryptophan","['R_r_1810', 'R_r_1880', 'R_r_1912']",1918.418365,1886.777518
Env_0534,"L-asparagine, L-glycine, L-tyrosine","['R_r_1810', 'R_r_1880', 'R_r_1913']",1918.651865,1886.830318
Env_0535,"L-asparagine, L-glycine, L-valine","['R_r_1810', 'R_r_1880', 'R_r_1914']",1918.311865,1887.612318
Env_0536,"L-asparagine, L-isoleucine, L-leucine","['R_r_1880', 'R_r_1897', 'R_r_1899']",1918.311865,1888.35054
Env_0537,"L-asparagine, L-isoleucine, L-lysine","['R_r_1880', 'R_r_1897', 'R_r_1900']",1918.311865,1887.737341
Env_0538,"L-asparagine, L-isoleucine, L-methionine","['R_r_1880', 'R_r_1897', 'R_r_1902']",1918.33574,1887.229607
Env_0539,"L-asparagine, L-isoleucine, L-phenylalanine","['R_r_1880', 'R_r_1897', 'R_r_1903']",1918.81399,1887.283963
Env_0540,"L-asparagine, L-isoleucine, L-serine","['R_r_1880', 'R_r_1897', 'R_r_1906']",1918.311865,1887.16494
Env_0541,"L-asparagine, L-isoleucine, L-threonine","['R_r_1880', 'R_r_1897', 'R_r_1911']",1918.311865,1887.377607
Env_0542,"L-asparagine, L-isoleucine, L-tryptophan","['R_r_1880', 'R_r_1897', 'R_r_1912']",1918.418365,1887.202807
Env_0543,"L-asparagine, L-isoleucine, L-tyrosine","['R_r_1880', 'R_r_1897', 'R_r_1913']",1918.651865,1887.255607
Env_0544,"L-asparagine, L-isoleucine, L-valine","['R_r_1880', 'R_r_1897', 'R_r_1914']",1918.311865,1888.037607
Env_0545,"L-asparagine, L-leucine, L-lysine","['R_r_1880', 'R_r_1899', 'R_r_1900']",1918.311865,1888.497651
Env_0546,"L-asparagine, L-leucine, L-methionine","['R_r_1880', 'R_r_1899', 'R_r_1902']",1918.33617,1888.016116
Env_0547,"L-asparagine, L-leucine, L-phenylalanine","['R_r_1880', 'R_r_1899', 'R_r_1903']",1918.81399,1888.044274
Env_0548,"L-asparagine, L-leucine, L-serine","['R_r_1880', 'R_r_1899', 'R_r_1906']",1918.311865,1887.925251
Env_0549,"L-asparagine, L-leucine, L-threonine","['R_r_1880', 'R_r_1899', 'R_r_1911']",1918.311865,1888.349096
Env_0550,"L-asparagine, L-leucine, L-tryptophan","['R_r_1880', 'R_r_1899', 'R_r_1912']",1918.418365,1887.963118
Env_0551,"L-asparagine, L-leucine, L-tyrosine","['R_r_1880', 'R_r_1899', 'R_r_1913']",1918.651865,1888.015918
Env_0552,"L-asparagine, L-leucine, L-valine","['R_r_1880', 'R_r_1899', 'R_r_1914']",1918.311865,1888.336851
Env_0553,"L-asparagine, L-lysine, L-methionine","['R_r_1880', 'R_r_1900', 'R_r_1902']",1918.33617,1887.402916
Env_0554,"L-asparagine, L-lysine, L-phenylalanine","['R_r_1880', 'R_r_1900', 'R_r_1903']",1918.81399,1887.431074
Env_0555,"L-asparagine, L-lysine, L-serine","['R_r_1880', 'R_r_1900', 'R_r_1906']",1918.311865,1887.312051
Env_0556,"L-asparagine, L-lysine, L-threonine","['R_r_1880', 'R_r_1900', 'R_r_1911']",1918.311865,1887.735896
Env_0557,"L-asparagine, L-lysine, L-tryptophan","['R_r_1880', 'R_r_1900', 'R_r_1912']",1918.418365,1887.349918
Env_0558,"L-asparagine, L-lysine, L-tyrosine","['R_r_1880', 'R_r_1900', 'R_r_1913']",1918.651865,1887.402718
Env_0559,"L-asparagine, L-lysine, L-valine","['R_r_1880', 'R_r_1900', 'R_r_1914']",1918.311865,1888.184718
Env_0560,"L-asparagine, L-methionine, L-phenylalanine","['R_r_1880', 'R_r_1902', 'R_r_1903']",1918.838295,1886.949539
Env_0561,"L-asparagine, L-methionine, L-serine","['R_r_1880', 'R_r_1902', 'R_r_1906']",1918.33617,1886.830517
Env_0562,"L-asparagine, L-methionine, L-threonine","['R_r_1880', 'R_r_1902', 'R_r_1911']",1918.33617,1887.235357
Env_0563,"L-asparagine, L-methionine, L-tryptophan","['R_r_1880', 'R_r_1902', 'R_r_1912']",1918.44267,1886.868383
Env_0564,"L-asparagine, L-methionine, L-tyrosine","['R_r_1880', 'R_r_1902', 'R_r_1913']",1918.67617,1886.921183
Env_0565,"L-asparagine, L-methionine, L-valine","['R_r_1880', 'R_r_1902', 'R_r_1914']",1918.33617,1887.703183
Env_0566,"L-asparagine, L-phenylalanine, L-serine","['R_r_1880', 'R_r_1903', 'R_r_1906']",1918.81399,1886.858674
Env_0567,"L-asparagine, L-phenylalanine, L-threonine","['R_r_1880', 'R_r_1903', 'R_r_1911']",1918.81399,1887.282518
Env_0568,"L-asparagine, L-phenylalanine, L-tryptophan","['R_r_1880', 'R_r_1903', 'R_r_1912']",1918.92049,1886.896541
Env_0569,"L-asparagine, L-phenylalanine, L-tyrosine","['R_r_1880', 'R_r_1903', 'R_r_1913']",1919.15399,1886.94934
Env_0570,"L-asparagine, L-phenylalanine, L-valine","['R_r_1880', 'R_r_1903', 'R_r_1914']",1918.81399,1887.73134
Env_0571,"L-asparagine, L-serine, L-threonine","['R_r_1880', 'R_r_1906', 'R_r_1911']",1918.311865,1887.163496
Env_0572,"L-asparagine, L-serine, L-tryptophan","['R_r_1880', 'R_r_1906', 'R_r_1912']",1918.418365,1886.777518
Env_0573,"L-asparagine, L-serine, L-tyrosine","['R_r_1880', 'R_r_1906', 'R_r_1913']",1918.651865,1886.830318
Env_0574,"L-asparagine, L-serine, L-valine","['R_r_1880', 'R_r_1906', 'R_r_1914']",1918.311865,1887.612318
Env_0575,"L-asparagine, L-threonine, L-tryptophan","['R_r_1880', 'R_r_1911', 'R_r_1912']",1918.418365,1887.201363
Env_0576,"L-asparagine, L-threonine, L-tyrosine","['R_r_1880', 'R_r_1911', 'R_r_1913']",1918.651865,1887.254163
Env_0577,"L-asparagine, L-threonine, L-valine","['R_r_1880', 'R_r_1911', 'R_r_1914']",1918.311865,1888.036163
Env_0578,"L-asparagine, L-tryptophan, L-tyrosine","['R_r_1880', 'R_r_1912', 'R_r_1913']",1918.758365,1886.868185
Env_0579,"L-asparagine, L-tryptophan, L-valine","['R_r_1880', 'R_r_1912', 'R_r_1914']",1918.418365,1887.650185
Env_0580,"L-asparagine, L-tyrosine, L-valine","['R_r_1880', 'R_r_1913', 'R_r_1914']",1918.651865,1887.702985
Env_0581,"L-aspartate, L-glutamate, L-glutamine","['R_r_1881', 'R_r_1889', 'R_r_1891']",1916.742259,1864.395586
Env_0582,"L-aspartate, L-glutamate, L-glycine","['R_r_1810', 'R_r_1881', 'R_r_1889']",1910.481235,1861.117343
Env_0583,"L-aspartate, L-glutamate, L-isoleucine","['R_r_1881', 'R_r_1889', 'R_r_1897']",1910.486122,1883.872508
Env_0584,"L-aspartate, L-glutamate, L-leucine","['R_r_1881', 'R_r_1889', 'R_r_1899']",1910.457748,1884.619396
Env_0585,"L-aspartate, L-glutamate, L-lysine","['R_r_1881', 'R_r_1889', 'R_r_1900']",1910.605171,1883.830422
Env_0586,"L-aspartate, L-glutamate, L-methionine","['R_r_1881', 'R_r_1889', 'R_r_1902']",1910.57017,1861.306083
Env_0587,"L-aspartate, L-glutamate, L-phenylalanine","['R_r_1881', 'R_r_1889', 'R_r_1903']",1911.177148,1883.634409
Env_0588,"L-aspartate, L-glutamate, L-serine","['R_r_1881', 'R_r_1889', 'R_r_1906']",1910.472261,1861.123155
Env_0589,"L-aspartate, L-glutamate, L-threonine","['R_r_1881', 'R_r_1889', 'R_r_1911']",1910.474825,1861.242129
Env_0590,"L-aspartate, L-glutamate, L-tryptophan","['R_r_1881', 'R_r_1889', 'R_r_1912']",1910.67044,1861.206683
Env_0591,"L-aspartate, L-glutamate, L-tyrosine","['R_r_1881', 'R_r_1889', 'R_r_1913']",1910.954056,1861.314881
Env_0592,"L-aspartate, L-glutamate, L-valine","['R_r_1881', 'R_r_1889', 'R_r_1914']",1910.426402,1884.289745
Env_0593,"L-aspartate, L-glutamine, L-glycine","['R_r_1810', 'R_r_1881', 'R_r_1891']",1916.772562,1864.417808
Env_0594,"L-aspartate, L-glutamine, L-isoleucine","['R_r_1881', 'R_r_1891', 'R_r_1897']",1916.652206,1864.88592
Env_0595,"L-aspartate, L-glutamine, L-leucine","['R_r_1881', 'R_r_1891', 'R_r_1899']",1916.566865,1887.877592
Env_0596,"L-aspartate, L-glutamine, L-lysine","['R_r_1881', 'R_r_1891', 'R_r_1900']",1916.70804,1887.085231
Env_0597,"L-aspartate, L-glutamine, L-methionine","['R_r_1881', 'R_r_1891', 'R_r_1902']",1916.825207,1864.587765
Env_0598,"L-aspartate, L-glutamine, L-phenylalanine","['R_r_1881', 'R_r_1891', 'R_r_1903']",1917.343533,1864.645934
Env_0599,"L-aspartate, L-glutamine, L-serine","['R_r_1881', 'R_r_1891', 'R_r_1906']",1916.75236,1864.417808
Env_0600,"L-aspartate, L-glutamine, L-threonine","['R_r_1881', 'R_r_1891', 'R_r_1911']",1916.739734,1864.52892
Env_0601,"L-aspartate, L-glutamine, L-tryptophan","['R_r_1881', 'R_r_1891', 'R_r_1912']",1916.934219,1864.493542
Env_0602,"L-aspartate, L-glutamine, L-tyrosine","['R_r_1881', 'R_r_1891', 'R_r_1913']",1917.158699,1864.56892
Env_0603,"L-aspartate, L-glutamine, L-valine","['R_r_1881', 'R_r_1891', 'R_r_1914']",1916.436843,1887.495313
Env_0604,"L-aspartate, L-glycine, L-isoleucine","['R_r_1810', 'R_r_1881', 'R_r_1897']",1910.156467,1882.792795
Env_0605,"L-aspartate, L-glycine, L-leucine","['R_r_1810', 'R_r_1881', 'R_r_1899']",1910.141036,1883.544876
Env_0606,"L-aspartate, L-glycine, L-lysine","['R_r_1810', 'R_r_1881', 'R_r_1900']",1910.28257,1883.007161
Env_0607,"L-aspartate, L-glycine, L-methionine","['R_r_1810', 'R_r_1881', 'R_r_1902']",1910.238504,1882.489161
Env_0608,"L-aspartate, L-glycine, L-phenylalanine","['R_r_1810', 'R_r_1881', 'R_r_1903']",1910.85363,1882.590548
Env_0609,"L-aspartate, L-glycine, L-serine","['R_r_1810', 'R_r_1881', 'R_r_1906']",1910.140032,1882.358741
Env_0610,"L-aspartate, L-glycine, L-threonine","['R_r_1810', 'R_r_1881', 'R_r_1911']",1910.139674,1882.782394
Env_0611,"L-aspartate, L-glycine, L-tryptophan","['R_r_1810', 'R_r_1881', 'R_r_1912']",1910.338815,1882.445825
Env_0612,"L-aspartate, L-glycine, L-tyrosine","['R_r_1810', 'R_r_1881', 'R_r_1913']",1910.62821,1882.528436
Env_0613,"L-aspartate, L-glycine, L-valine","['R_r_1810', 'R_r_1881', 'R_r_1914']",1910.111291,1883.216079
Env_0614,"L-aspartate, L-isoleucine, L-leucine","['R_r_1881', 'R_r_1897', 'R_r_1899']",1910.14875,1883.974279
Env_0615,"L-aspartate, L-isoleucine, L-lysine","['R_r_1881', 'R_r_1897', 'R_r_1900']",1910.290285,1883.436564
Env_0616,"L-aspartate, L-isoleucine, L-methionine","['R_r_1881', 'R_r_1897', 'R_r_1902']",1910.244965,1882.891927
Env_0617,"L-aspartate, L-isoleucine, L-phenylalanine","['R_r_1881', 'R_r_1897', 'R_r_1903']",1910.861344,1883.019951
Env_0618,"L-aspartate, L-isoleucine, L-serine","['R_r_1881', 'R_r_1897', 'R_r_1906']",1910.147746,1882.788144
Env_0619,"L-aspartate, L-isoleucine, L-threonine","['R_r_1881', 'R_r_1897', 'R_r_1911']",1910.149767,1883.001888
Env_0620,"L-aspartate, L-isoleucine, L-tryptophan","['R_r_1881', 'R_r_1897', 'R_r_1912']",1910.346529,1882.875228
Env_0621,"L-aspartate, L-isoleucine, L-tyrosine","['R_r_1881', 'R_r_1897', 'R_r_1913']",1910.635924,1882.957839
Env_0622,"L-aspartate, L-isoleucine, L-valine","['R_r_1881', 'R_r_1897', 'R_r_1914']",1910.119006,1883.645482
Env_0623,"L-aspartate, L-leucine, L-lysine","['R_r_1881', 'R_r_1899', 'R_r_1900']",1910.274853,1884.188645
Env_0624,"L-aspartate, L-leucine, L-methionine","['R_r_1881', 'R_r_1899', 'R_r_1902']",1910.230787,1883.670645
Env_0625,"L-aspartate, L-leucine, L-phenylalanine","['R_r_1881', 'R_r_1899', 'R_r_1903']",1910.845913,1883.772033
Env_0626,"L-aspartate, L-leucine, L-serine","['R_r_1881', 'R_r_1899', 'R_r_1906']",1910.132315,1883.540225
Env_0627,"L-aspartate, L-leucine, L-threonine","['R_r_1881', 'R_r_1899', 'R_r_1911']",1910.131957,1883.963879
Env_0628,"L-aspartate, L-leucine, L-tryptophan","['R_r_1881', 'R_r_1899', 'R_r_1912']",1910.331098,1883.627309
Env_0629,"L-aspartate, L-leucine, L-tyrosine","['R_r_1881', 'R_r_1899', 'R_r_1913']",1910.620493,1883.70992
Env_0630,"L-aspartate, L-leucine, L-valine","['R_r_1881', 'R_r_1899', 'R_r_1914']",1910.120807,1883.945687
Env_0631,"L-aspartate, L-lysine, L-methionine","['R_r_1881', 'R_r_1900', 'R_r_1902']",1910.372322,1883.13293
Env_0632,"L-aspartate, L-lysine, L-phenylalanine","['R_r_1881', 'R_r_1900', 'R_r_1903']",1910.987447,1883.234318
Env_0633,"L-aspartate, L-lysine, L-serine","['R_r_1881', 'R_r_1900', 'R_r_1906']",1910.27385,1883.00251
Env_0634,"L-aspartate, L-lysine, L-threonine","['R_r_1881', 'R_r_1900', 'R_r_1911']",1910.273492,1883.426164
Env_0635,"L-aspartate, L-lysine, L-tryptophan","['R_r_1881', 'R_r_1900', 'R_r_1912']",1910.472632,1883.089594
Env_0636,"L-aspartate, L-lysine, L-tyrosine","['R_r_1881', 'R_r_1900', 'R_r_1913']",1910.762028,1883.172205
Env_0637,"L-aspartate, L-lysine, L-valine","['R_r_1881', 'R_r_1900', 'R_r_1914']",1910.245109,1883.859849
